mean_slope,mean_precipitation,imperviousness,flooded,distance_to_drainage ,min_elevation,min_slope,max_slope
4.4,29.48,9,0,282.43,21,0.57,11.13
2.63,29.48,4,0,701.37,25,0.81,3.85
3.64,29.48,22,0,226.47,21,2.07,6.33
3.12,29.48,4,0,250.56,20,2.07,4.17
7.15,29.48,25,0,270.8,8,3.67,10.95
3.48,29.48,9,0,341.96,21,1.15,6.2
5.49,29.48,22,0,381.61,21,0.81,9.86
1.87,29.48,10,0,576.05,26,0,3.49
4.11,29.48,3,0,637.73,27,2.43,6.41
3.49,29.48,0,0,707.06,27,3.49,3.49
2.61,29.48,8,0,463.17,24,0,4.17
2.95,29.48,0,0,207.33,26,1.62,4.73
6.36,29.48,0,0,289.81,21,1.81,10.16
4.11,29.48,0,0,161.59,20,1.28,7.8
6.28,29.48,9,0,717.15,22,1.28,9.8
5.13,29.48,7,0,741.43,29,3.67,5.9
5.05,29.48,0,0,398.06,12,3.49,9.19
7.03,29.48,3,0,88.43,20,3.34,12.73
1.76,29.48,0,0,160.65,25,1.15,2.36
12.05,30.91,0,0,112.25,18,5.29,14.8
10.28,32.34,0,0,49.63,14,7.54,12.69
3.68,32.34,0,0,201.72,26,0,7.25
2.8,32.34,0,0,66.03,30,0.81,4.13
2.48,32.34,0,0,271.05,30,1.28,3.67
3.67,29.48,0,0,123.71,21,3.67,3.67
6.94,29.48,0,0,234.51,17,4.48,9.54
7.09,29.48,0,0,0,17,4.73,8.77
4.89,29.48,0,0,97.25,17,3.09,6.69
16.72,24.61,0,0,0,29,16.72,16.72
3.97,18.18,15,0,45.11,2,2.29,6.2
2.24,18.18,5,0,39.93,2,1.28,3.09
15.17,25.7,3,0,561.53,14,13.68,16.67
15.17,25.7,2,0,562.11,14,13.68,16.67
13.68,17.11,0,0,96.84,19,9.17,17.18
17.11,25.7,0,0,222.46,15,13.37,21.54
4.76,31.39,0,0,212.82,18,1.15,14.16
9.83,31.39,0,0,271.71,6,0,18.46
4.71,25.7,9,0,971.47,12,0.81,8.68
10.99,31.39,7,0,148.64,20,5.19,18.67
8.92,19.3,9,0,322.54,6,5.73,11.47
4.3,19.3,0,0,305.33,7,2.87,5.73
2.87,25.7,3,0,769.15,8,2.87,2.87
3.48,25.7,24,0,281.16,8,1.62,5.85
4.3,25.7,10,0,428.02,11,3.34,5.76
10.51,31.39,5,0,229.01,12,4.37,16.67
4.21,18.18,2,0,224.13,11,1.81,6.2
8.97,24.61,11,0,324.67,18,4.01,11.61
11.06,24.61,3,0,439.53,26,8.21,13.1
13.27,24.61,19,0,496.85,27,12.05,14.16
8.8,24.61,7,0,479.78,27,4.05,13.81
6.44,11.61,15,0,99.56,5,4.01,9.07
5.16,13.21,22,0,836.55,3,3.09,8.62
5.49,31.39,5,0,581.02,23,1.81,9.9
3.61,21.94,10,0,7.78,1,0.81,5.65
3.52,11.61,6,0,71.03,6,2.56,5.13
2.73,11.61,5,0,9.8,4,1.62,3.49
5.69,11.61,11,0,19.89,4,2.87,7.25
4.88,20.56,2,0,566.67,9,4.62,5.13
3.6,20.56,0,0,566.67,9,2.07,5.13
4.48,20.56,14,0,452.78,7,2.29,6.9
3.88,16.09,5,0,347.84,8,1.81,5.68
3.81,20.56,4,0,417.7,7,1.81,6.2
7.66,20.56,8,0,778.35,6,2.92,13.09
3.77,11.61,4,0,369.29,6,3.49,4.05
1.95,11.61,2,0,165.28,8,0.81,3.09
3.38,11.61,2,0,26.15,5,0.81,8.73
2.19,11.61,0,0,140.6,2,0,3.24
6.95,11.61,1,0,268.87,0,3.85,11.97
5.94,11.61,0,0,258.12,0,0.81,8.6
6.64,11.61,16,0,456.73,5,4.13,13.37
5.71,11.61,27,0,287.43,6,0,14.37
2.67,11.61,18,0,394.4,8,0,5.73
3.66,11.61,20,0,356.08,8,1.15,6.49
4.93,11.61,8,0,440.08,6,1.28,7.3
4.19,11.61,7,0,484.57,9,2.36,6.2
3.93,11.61,4,0,461.95,8,2.92,4.93
2.98,11.61,5,0,445.85,8,2.29,3.67
4,11.61,8,0,581.24,9,1.81,6.93
4.87,11.61,10,0,668.91,9,4.48,5.44
0.81,11.61,2,0,626.4,12,0.81,0.81
3.18,11.61,8,0,558.99,7,2.36,4.62
3.54,11.61,5,0,600.31,7,1.28,4.73
4.37,11.61,8,0,360.16,3,2.43,5.73
4.75,11.61,14,0,458.89,6,1.81,8.11
3.38,11.61,5,0,594.99,8,1.72,6.71
3.96,11.61,15,0,649.5,5,0.57,5.76
5.02,11.61,12,0,669.77,4,2.56,6.41
6.9,11.61,6,0,308.91,5,2.56,10.16
3.88,11.61,7,0,462.59,7,1.15,6.2
3.31,11.61,4,0,384.69,4,1.15,6.9
3.91,11.61,19,0,543.33,10,2.92,5.19
5.17,11.61,7,0,532.95,7,3.63,5.99
3.89,11.61,10,0,565.29,7,2.07,5.9
4.12,11.61,8,0,584.23,8,1.72,5.9
2.07,11.61,0,0,462.59,7,2.07,2.07
3.11,11.61,29,0,852.53,8,0.57,5.29
3.7,11.61,9,0,884,11,2.56,5.68
2.93,11.61,9,0,828.14,9,1.15,5.13
3.02,11.61,24,0,828.79,8,1.62,5.85
4.86,11.61,25,0,742.64,6,2.07,8.9
5.78,11.61,8,0,768.07,8,3.09,8.97
3.34,11.61,2,0,729.72,8,3.34,3.34
2.88,11.61,14,0,717.35,8,1.62,3.63
3.53,11.61,17,0,568.17,6,0.57,6.9
2.39,11.61,13,0,460.48,7,1.62,2.92
3.99,11.61,15,0,331.98,7,1.28,9.26
3.72,11.61,20,0,222.65,6,1.15,7.18
6.76,11.61,16,0,62.17,5,2.92,11.13
5.33,11.61,29,0,176.59,5,1.72,8.03
7.38,11.61,15,0,108.49,10,3.24,9.9
4.32,11.61,15,0,142.83,7,1.72,6.54
1.81,11.61,3,0,118.79,11,1.81,1.81
1.44,11.61,9,0,60.72,10,0.57,2.56
1.73,11.61,7,0,118.79,11,0.81,2.56
2.94,11.61,7,0,142.83,11,1.81,3.67
2.93,11.61,27,0,416.56,7,1.62,4.73
1.97,11.61,6,0,488.99,9,0.57,3.09
4.57,11.61,18,0,550.15,9,1.28,6.17
1.86,11.61,4,0,550.15,9,1.28,2.43
2.69,11.61,19,0,561.56,7,0.57,4.05
2.87,11.61,8,0,538.32,9,2.07,4.17
1.95,11.61,14,0,429.19,7,1.28,3.24
4.77,11.61,11,0,90.56,7,2.92,6.09
2.48,11.61,15,0,90.56,7,0.81,4.17
3.01,11.61,10,0,20.83,5,2.07,4.05
2.53,11.61,30,0,24.1,7,0.81,5.73
3.66,11.61,39,0,22.45,6,1.15,6.71
2.88,11.61,11,0,264.31,5,0.81,5.73
3.5,11.61,26,0,322.12,5,0.81,6.33
4.27,11.61,9,0,393.19,7,2.56,7.54
3.06,11.61,18,0,368.04,7,0.81,7.18
2.47,11.61,5,0,449.89,5,0.81,5.65
3.44,11.61,19,0,180.96,7,1.28,7.25
2.54,11.61,9,0,117.27,7,1.28,5.44
3.45,11.61,11,0,152.9,7,1.28,5.44
4.21,11.61,3,0,258.15,10,4.05,4.37
3.05,11.61,11,0,24.98,7,1.28,4.62
5.57,11.61,5,0,42.95,4,2.29,9.07
2.86,11.61,3,0,27.29,5,2.29,3.34
4.91,11.61,2,0,210.61,6,4.13,5.68
5.83,11.61,9,0,122.58,6,4.62,6.41
4.34,11.61,9,0,26.59,6,2.92,5.19
3.89,11.61,5,0,0.72,5,1.62,5.13
3.47,11.61,9,0,0.72,3,1.28,5.29
2.99,11.61,18,0,0,3,0.57,5.9
4.59,11.61,15,0,65.57,4,2.36,8.35
2.53,11.61,5,0,0.46,3,0.57,4.73
4.72,11.61,7,0,0,4,3.67,5.9
7,11.61,3,0,57.67,5,6.54,7.45
6.35,11.61,7,0,29.09,8,4.37,8.96
3.49,11.61,0,0,116.4,5,3.49,3.49
3.93,11.61,6,0,32.67,8,2.87,5.44
3.12,11.61,3,0,29.3,7,0.81,6.33
6.09,11.61,12,0,55.5,5,4.37,7.34
2.65,11.61,10,0,69.27,3,1.62,4.13
6.26,11.61,0,0,32.92,5,4.37,7.96
5.19,11.61,1,0,6.81,7,4.62,5.76
4.73,11.61,5,0,121.64,4,2.92,7.18
3.5,11.61,9,0,157.59,4,1.62,6.17
4.41,11.61,4,0,101.42,9,2.92,5.41
3.57,11.61,3,0,238.15,0,2.56,5.19
4.19,11.61,5,0,267.9,0,3.09,5.73
3.09,11.61,5,0,185.5,7,2.36,4.48
1.89,11.61,5,0,86.77,6,1.72,2.07
4.23,11.61,6,0,131.26,3,3.85,4.62
3.69,11.61,7,0,228.75,11,1.62,5.76
3.99,11.61,7,0,249.04,2,2.29,6.9
3.18,11.61,9,0,207.42,2,0.81,6.93
5.16,11.61,9,0,201.62,4,4.17,6.33
3.35,11.61,6,0,76.85,3,1.28,5.41
5.16,11.61,13,0,76.85,4,4.17,6.17
3.14,11.61,6,0,59.46,4,1.72,5.41
2.42,11.61,10,0,93.51,3,0.57,3.34
2.49,11.61,4,0,169.09,3,0.81,4.17
3.03,11.61,9,0,158.08,4,1.28,4.62
5.06,11.61,8,0,1058.76,9,2.92,8.11
3.41,11.61,38,0,950,7,0.57,6.31
3.83,11.61,7,0,1016.51,6,0.57,6.31
4.11,11.61,5,0,867.03,10,2.87,5.29
2.51,11.61,9,0,825.57,9,1.28,3.34
4.17,11.61,22,0,691.49,7,1.81,6.54
1.31,11.61,5,0,683.3,9,0.81,1.81
7.94,11.61,3,0,585.42,9,5.85,9.24
5.68,11.61,4,0,208.96,7,5.19,6.17
3.91,11.61,13,0,307.74,7,3.49,4.05
1.72,11.61,8,0,634.86,7,0,2.87
1.79,11.61,0,0,238.82,5,1.28,2.29
3.58,11.61,9,0,169.96,9,3.34,4.05
1.54,11.61,11,0,212.99,8,0.57,2.07
1.49,11.61,43,0,258.16,6,0,3.09
2.66,11.61,28,0,453.22,7,0.57,4.86
1.44,11.61,4,0,294.83,8,0,2.92
7.03,11.61,0,0,258.25,5,2.29,11.76
5.85,11.61,4,0,382.72,10,5.85,5.85
2.99,11.61,2,0,458.31,12,2.36,3.63
5.03,11.61,4,0,404.58,11,4.62,5.44
4.38,11.61,3,0,428.46,12,2.43,6.33
2.95,11.61,3,0,222.41,9,1.28,4.9
2.62,11.61,0,0,381.78,10,2.36,2.87
2.94,11.61,4,0,352.81,9,1.15,4.48
3.66,11.61,0,0,290.55,9,1.28,4.62
4.37,11.61,12,0,332.77,8,2.87,6.17
3.57,11.61,0,0,148.17,7,0.81,5.76
4.76,11.61,8,0,185.42,10,4.37,5.29
2.35,11.61,15,0,212.72,8,0.57,4.05
4.09,11.61,19,0,230.2,8,1.81,6.09
3.7,11.61,2,0,309.09,10,3.34,4.05
10.34,11.61,0,0,388.66,2,9.07,11.61
1.75,11.61,0,0,250.29,10,0.57,2.92
4.9,11.61,0,0,219.03,9,3.63,6.17
1.09,11.61,0,0,216.05,8,0.57,1.62
3.5,11.61,7,0,469.37,6,1.72,5.73
2.94,11.61,9,0,452.42,5,0,5.73
2.7,11.61,51,0,238,5,1.15,5.13
4.71,11.61,23,0,501.32,4,2.29,8.21
2.15,11.61,4,0,534.31,6,1.15,2.92
2.27,11.61,13,0,376.27,7,1.28,2.87
2.55,11.61,28,0,419.25,8,0.57,4.13
3.64,11.61,9,0,457.55,8,2.29,4.48
2.29,11.61,1,0,464.22,9,2.29,2.29
5.17,11.61,6,0,479.08,6,4.73,5.65
4.89,11.61,2,0,478.51,6,4.13,5.65
2.32,11.61,8,0,301.71,5,1.15,4.48
4.37,11.61,9,0,182.66,5,1.28,9.07
3,11.61,6,0,264.91,9,1.81,4.86
3.93,11.61,30,0,328.44,7,1.28,6.33
5.29,11.61,8,0,486.13,7,3.09,8.21
2.88,11.61,56,0,560.69,5,0.57,5.85
5.95,11.61,16,0,186.08,4,4.86,8.11
5.85,11.61,0,0,197.41,6,5.13,6.97
3.85,11.61,6,0,147.11,2,2.07,5.85
2.76,11.61,21,0,207.37,4,0.57,5.85
4.46,11.61,24,0,206.76,4,2.07,7.48
5.73,11.61,7,0,156.63,4,5.29,6.9
3.16,11.61,5,0,99.48,0,1.81,4.37
2.29,11.61,4,0,348.23,8,1.15,3.44
3.92,11.61,22,0,450.37,7,1.28,7.99
1.78,11.61,26,0,572.8,7,0.57,3.34
2.13,11.61,19,0,671.9,7,1.15,3.24
2.28,11.61,26,0,723.61,6,0.57,3.63
1.62,11.61,9,0,723.61,6,0,3.24
2.65,11.61,5,0,673.44,8,1.28,5.99
4.2,11.61,3,0,668.35,7,2.87,6.71
3.66,11.61,14,0,749.92,4,1.81,5.9
3.52,11.61,22,0,720.79,8,1.81,4.86
4.14,11.61,4,0,644.87,9,3.09,5.19
2.36,11.61,16,0,792.89,8,1.62,3.09
3.23,11.61,8,0,783.65,8,1.81,4.13
2.72,11.61,13,0,796.79,8,1.15,3.34
2.08,11.61,11,0,796.79,7,0.81,3.34
2.41,11.61,9,0,869.77,8,2.07,2.92
3.58,11.61,6,0,805.21,7,1.72,7.48
2.77,11.61,12,0,887.9,7,1.28,3.85
3.06,11.61,5,0,691.56,8,2.07,4.05
5.04,11.61,8,0,159.5,4,3.63,7.45
5.7,31.39,0,0,293.11,18,2.56,9.33
5.68,18.18,10,0,816.55,7,3.67,8.21
3.21,10.33,0,0,40.61,9,2.36,4.73
4.68,10.33,0,0,79.54,7,2.56,6.2
5.07,10.33,0,0,148.65,7,1.15,7.65
4.06,10.33,3,0,87.45,6,1.28,5.65
1.32,10.33,0,0,297.13,8,0,2.92
4.57,10.33,0,0,252.62,9,3.34,5.73
1.97,10.33,3,0,302.04,8,0.81,3.67
2.97,10.33,10,0,167.58,8,1.28,5.99
4.75,10.33,0,0,169.3,10,3.44,6.17
5.4,10.33,3,0,201.33,9,4.62,6.17
1.77,10.33,2,0,228.79,8,0,3.44
4.55,10.33,0,0,201.33,8,2.92,6.17
2.71,10.33,11,0,144.01,10,1.28,4.62
4.04,10.33,0,0,105.67,10,2.43,5.65
3.57,10.33,7,0,260.72,7,2.56,4.62
3.24,10.33,9,0,352.3,10,0,15.93
3.46,10.33,3,0,455.47,12,0,15.93
3.37,10.33,2,0,404.7,7,0.57,8.11
0.69,10.33,1,0,356.64,10,0.57,0.81
2.68,10.33,0,0,436.61,9,1.28,4.62
3.23,10.33,4,0,481.02,9,2.29,4.9
3.22,10.33,3,0,406.84,6,1.81,4.62
5.53,10.33,3,0,371.31,8,4.05,6.33
4.48,10.33,21,0,313.4,6,0.57,16.43
5.49,10.33,0,0,398.39,6,3.34,9.07
3.98,10.33,13,0,400.63,7,1.28,6.17
5.24,10.97,14,0,150.03,0,0,18.51
3.85,10.33,0,0,398.39,10,2.56,5.13
3.24,10.33,0,0,310.98,9,1.72,4.9
2.05,10.33,0,0,243.37,0,0,9.46
6.21,10.33,0,0,296.67,0,0,15.01
4.23,10.33,6,0,361.3,9,2.87,5.19
4.32,10.33,0,0,319.77,10,4.01,4.62
19.06,10.33,1,0,205.34,0,18.51,19.61
2.4,10.33,6,0,504.09,10,1.28,3.85
4.35,10.33,0,0,428.17,8,3.09,5.85
3.1,10.33,0,0,431.83,10,2.36,3.85
2.33,10.33,10,0,431.83,10,0.81,3.85
3.82,10.33,0,0,388.53,7,3.34,4.62
3.38,10.33,4,0,143.24,8,0.57,5.85
5.26,10.33,0,0,69.52,7,2.56,7.71
3.14,10.33,0,0,68.04,9,2.29,3.85
3.62,10.33,0,0,12.56,7,2.87,5.13
2.9,10.33,9,0,136.19,9,0.81,4.37
2.6,10.33,3,0,374.34,8,1.28,4.01
2.51,10.33,0,0,354.74,7,0,7.65
1.55,10.33,0,0,129.85,9,0.57,4.01
1.29,10.33,0,0,159.26,10,0.81,1.81
5.09,10.33,3,0,111.62,9,3.09,7.48
3.59,10.33,5,0,193.26,7,2.36,5.9
7.99,11.61,0,0,345.49,2,7.99,7.99
4.94,11.61,7,0,92.45,6,1.62,7.48
4.05,11.61,4,0,68.51,9,2.87,5.73
3.65,11.61,16,0,71.02,8,0.81,5.44
5.81,11.61,3,0,40.49,9,5.44,6.17
3.32,11.61,24,0,0,4,1.62,6.41
6.65,11.61,0,0,165.43,6,4.62,9.54
4.01,11.61,0,1,106.41,2,2.36,5.99
2.14,11.61,0,0,121.77,9,0.57,3.49
4.86,11.61,10,0,24.23,4,1.28,8.75
5.08,11.61,5,0,55.23,7,1.28,8.75
3.52,11.61,0,0,179.84,5,2.36,4.17
5.18,11.61,11,0,2.73,4,4.05,5.99
2.18,11.61,4,0,8.77,6,0,3.67
3.26,11.61,1,0,88.39,8,2.36,4.17
4.73,11.61,0,0,101.12,7,4.73,4.73
4.92,11.61,0,0,55.23,4,4.59,5.44
4.95,16.09,7,0,339.74,6,2.87,7.25
3.23,11.61,12,0,247.28,6,1.28,5.44
1.37,11.61,19,0,245.97,9,0,2.36
0.93,11.61,5,0,223.91,9,0.57,1.28
5.51,11.61,13,0,144.56,4,1.81,7.65
3.29,11.61,16,0,20.49,4,1.15,7.54
3.24,11.61,11,0,295.84,7,1.28,6.54
3.81,11.61,10,0,241.05,7,2.36,5.41
3,11.61,25,0,80.37,7,0.57,4.48
4.41,11.61,2,0,136.12,3,2.87,6.17
4.88,11.61,22,0,77.32,7,1.28,8.75
4.48,11.61,13,0,39.01,6,0.81,6.93
7.64,11.61,4,0,42.49,6,6.93,8.35
4.26,11.61,30,0,40.18,3,1.62,9.54
3.49,11.61,9,0,0,3,2.87,4.17
6.81,11.61,5,0,24.04,3,0.81,17.35
5.24,11.61,18,0,23.33,-1,2.87,8.62
3.82,11.61,7,0,48.77,2,1.81,6.41
5.65,11.61,7,0,49.22,2,3.63,7.34
2.77,11.61,7,0,70.04,2,1.81,3.63
2.62,11.61,15,0,260.95,6,0.57,5.29
2.4,11.61,7,0,372.9,9,2.36,2.43
3.63,11.61,15,0,473.91,7,1.28,6.54
3.95,11.61,3,0,400.04,10,3.85,4.05
2.63,11.61,30,0,490.1,8,0.81,6.17
3.44,11.61,19,0,637.01,9,0.57,6.33
3.5,11.61,20,0,801.87,7,0.57,6.49
4.54,11.61,19,0,394.79,11,1.28,8.05
4.08,11.61,17,0,774.43,8,1.72,6.49
2.64,11.61,8,0,710.16,8,1.15,4.13
4.12,11.61,19,0,625.99,8,1.15,5.73
4.27,11.61,26,0,219.78,6,1.72,6.54
4.39,11.61,11,0,226.24,9,1.72,6.97
2.48,11.61,20,0,185.99,9,1.28,4.13
2.38,11.61,8,0,261.66,9,1.28,3.49
6.57,11.61,15,0,309.28,6,2.87,8.52
2.57,11.61,17,0,470.32,10,0.57,4.05
3.49,11.61,8,0,355.61,10,1.62,6.17
2.32,11.61,29,0,359.43,8,0.57,5.65
1.43,11.61,9,0,481.07,10,0.81,2.29
2.22,11.61,5,0,452.78,9,0.81,3.63
2.01,11.61,12,0,599.87,11,0.57,3.63
2.47,11.61,6,0,945.56,8,2.07,2.87
4.64,11.61,12,0,787.98,5,2.29,6.69
4.06,11.61,12,0,784.33,7,1.62,5.19
3.26,11.61,15,0,622.85,7,2.07,5.41
3.28,11.61,33,0,308.76,8,0.81,5.99
6.07,11.61,14,0,449.31,7,1.81,10.46
4.81,11.61,10,0,408.49,7,0.81,7.25
2.54,11.61,24,0,545.99,10,1.28,4.37
3.83,11.61,19,0,567.34,8,1.62,6.33
2.41,11.61,20,0,192.15,7,0.81,4.17
2.55,11.61,10,0,220.89,6,1.62,3.63
1.74,11.61,23,0,303.36,6,0.57,2.56
1.07,11.61,12,0,369.45,7,0.57,1.62
5.25,11.61,5,0,188.45,6,1.72,9.76
5.69,11.61,4,0,227.32,9,3.34,9.76
4.09,11.61,49,0,230.54,6,1.28,8.27
5.19,11.61,2,0,154.63,4,5.19,5.19
4.43,11.61,40,0,776.3,9,1.15,9.33
2.12,11.61,5,0,746.36,9,1.15,3.09
3.55,11.61,17,0,923.71,9,1.28,5.99
3.91,11.61,14,0,981.78,8,0.81,5.29
1.27,11.61,11,0,422.24,10,0.57,2.07
4.42,11.61,9,0,316.94,8,2.87,5.9
2.72,11.61,6,0,432.69,11,1.81,3.63
3,11.61,34,0,430.08,7,0.81,6.54
3.26,11.61,58,0,609.86,7,0.57,6.41
4.02,11.61,40,0,923.27,7,0.81,11.47
4.89,11.61,7,0,1013.32,10,4.59,5.19
4.94,11.61,29,0,501.9,7,2.07,7.65
2.84,11.61,13,0,510.78,7,0.57,4.48
3.16,11.61,18,0,342.31,9,1.62,6.54
2.15,11.61,13,0,365.26,8,1.28,3.24
5.14,11.61,14,0,406.38,9,3.49,6.71
1.82,11.61,6,0,563.59,8,1.28,2.36
7.18,11.61,10,0,686.14,4,3.63,8.68
6.94,11.61,5,0,788.12,4,6.41,7.69
6.97,11.61,7,0,666.51,4,5.99,7.99
3.11,11.61,34,0,923.34,7,1.62,7.45
3.85,11.61,17,0,864.11,6,0.81,6.2
4.63,11.61,16,0,753.11,8,2.36,7.8
1.94,11.61,7,0,783.9,8,0.81,3.09
3.22,12.58,0,0,233.41,8,2.07,4.48
3.07,12.58,3,0,301.21,10,2.29,4.17
2.68,12.58,0,0,261.4,7,1.72,4.37
5.04,21.98,0,0,340.94,10,1.15,7.48
3.13,17.28,5,0,377.76,11,0.81,6.2
5.43,17.77,0,0,308.68,11,1.62,7.45
5.08,22.96,0,0,280.86,8,3.85,6.31
4.41,12.58,0,0,148.54,10,4.01,4.86
4.69,22.96,3,0,505.45,9,0.57,8.35
7.95,22.96,4,0,259.76,12,4.62,11.54
4.94,22.96,2,0,258.2,7,1.62,8.97
7.11,22.96,0,0,200.57,9,5.29,8.47
3.22,22.96,0,0,513.45,8,0.81,5.44
4.11,22.96,0,0,420.76,10,2.87,6.54
5.65,22.96,0,0,267.38,10,5.65,5.65
3.53,22.25,7,0,124.11,11,0.57,6.17
4.67,22.96,4,0,219.76,9,0.81,7.65
4.55,22.96,0,0,382.39,8,4.13,4.86
9.94,22.96,0,0,87.99,7,1.81,17.29
9.08,22.96,0,0,310.46,17,7.45,10.71
3.76,22.96,13,0,300.31,16,1.28,6.97
9,22.96,0,0,228.18,9,5.85,12.09
3.84,22.96,0,0,232.07,11,2.29,7.48
5.92,22.96,0,0,60.37,5,2.07,9.46
7.05,22.96,0,0,65.83,3,1.28,10.71
4.02,22.96,0,0,169.37,4,1.15,7.18
6.73,21.55,0,0,435.76,2,2.56,11.82
2.45,21.55,0,0,416.43,8,1.28,4.48
3.58,21.55,0,0,496.01,12,1.28,6.31
2.89,21.55,0,0,570.76,11,2.87,2.92
1.67,21.55,0,0,549.63,9,1.62,1.72
4.07,21.55,0,0,195.37,11,1.62,7.71
4.15,21.55,0,0,74.63,10,2.56,5.73
5.15,21.55,0,0,323.37,9,2.36,8.68
2.61,21.55,0,0,326.95,9,0.57,4.59
3.93,21.55,0,0,188.1,10,2.87,6.17
6.51,21.55,0,0,374.64,5,4.62,8.21
2.45,21.55,0,0,206.3,14,0.57,4.17
6.09,21.55,0,0,342.24,10,6.09,6.09
2.7,21.55,0,0,162.52,9,1.28,4.62
4.27,21.55,0,0,14.61,2,0.57,9.33
5.66,21.55,3,0,303.39,11,4.05,6.41
2.8,21.55,3,0,399.77,12,0.81,4.01
2.78,21.98,3,0,216.48,9,1.62,3.85
3.85,21.98,2,0,388.88,10,3.85,3.85
4.55,21.98,0,0,291.75,10,2.43,6.71
3.27,21.98,6,0,363.25,8,0.81,6.71
2.46,21.98,5,0,171.54,10,2.36,2.56
2.17,21.98,2,0,475.47,11,1.81,2.43
8.85,21.55,0,0,115.04,4,7.96,10.16
4.09,21.55,0,0,390.75,8,1.72,7
8.69,21.55,0,0,305.01,8,6.41,12.19
7.13,21.55,0,0,143.95,0,5.73,9.81
3.82,21.55,0,0,399.32,9,2.36,5.73
9.53,21.55,0,0,505.85,8,5.73,12.63
2.18,21.55,0,0,297.12,13,1.28,3.09
3.51,21.55,0,0,258.14,11,1.28,5.19
8.98,21.55,0,0,189.06,6,6.54,13.38
1.63,21.55,0,0,569.01,12,0.57,2.87
4.99,21.55,0,0,157.79,0,1.62,12.38
4.74,21.55,0,0,92.76,7,2.87,7
2.56,21.55,0,0,318.1,8,1.28,3.85
4.77,21.55,0,0,188.43,9,3.09,6.49
3.7,21.55,0,0,381.11,9,1.81,5.44
5.48,21.55,0,0,237,11,4.62,6.54
9.07,21.55,0,0,271.94,9,6.54,10.14
5.86,21.55,0,0,244.1,13,5.19,6.54
3.22,21.55,0,0,205.43,11,1.81,4.62
5.12,21.55,0,0,340.06,12,3.63,7.09
5.99,21.55,0,0,209.4,12,4.9,8.11
5.42,21.55,0,0,159.64,8,3.09,7.48
1.27,21.55,0,0,421.29,12,0.81,1.72
5.5,21.55,0,0,433.74,10,3.09,7.96
2.03,21.55,0,0,427.21,9,1.15,3.24
3.11,21.55,0,0,463.21,13,0.81,5.29
2.92,21.55,0,0,279.79,12,2.07,4.62
6.19,21.55,0,0,206.49,8,1.62,8.27
2.49,21.55,0,0,363.11,8,1.62,3.34
2.98,21.55,0,0,326.19,11,2.87,3.09
2.89,21.55,0,0,288.03,11,1.72,3.63
4.3,21.55,0,0,508.8,12,1.28,6.54
6.44,21.55,0,0,494.62,15,3.67,9.9
8.57,21.55,0,0,520.28,15,7.25,9.9
2.71,21.55,0,0,599.31,9,0.81,5.16
3.91,21.55,0,0,727.99,8,3.09,4.59
4.39,21.55,0,0,76.56,8,2.92,6.2
6.38,21.55,0,0,51.04,9,3.24,9.07
7.62,21.55,0,0,93.23,4,6.2,8.52
6.44,21.55,0,0,225.92,7,1.81,11.13
5.62,21.55,0,0,349.74,9,3.63,8.97
7.8,21.55,0,0,339.15,9,7.8,7.8
4.83,21.55,0,0,298.77,11,0.57,9.61
5.38,21.55,0,0,618.35,3,2.29,8.6
5.47,21.55,0,0,679.79,8,0.57,12.31
2.84,21.55,4,0,524.97,12,0,4.17
2.22,21.55,0,0,505.15,13,1.72,2.87
3.17,21.55,0,0,131.56,4,0.57,5.44
3.99,21.55,0,0,41.02,3,1.28,8.52
2.75,21.55,0,0,193.95,9,0.81,4.62
2.23,21.55,0,0,227.68,12,0.57,4.48
1.43,21.55,0,0,332.01,14,0.57,2.29
4.65,21.55,0,0,94.71,7,2.56,6.93
3.61,21.55,0,0,100.52,10,1.28,7.69
3.83,21.55,0,0,325.23,11,1.28,6.2
5.41,21.55,0,0,260.46,11,3.63,7.99
4.22,21.55,0,0,466.84,10,1.62,7.25
4.19,21.55,0,0,367.18,10,2.92,6.2
5.94,21.55,0,0,356.99,10,5.13,6.49
2.85,21.55,0,0,677.94,9,0.81,4.17
15.04,21.55,0,0,706.4,11,10.38,19.7
5.32,21.55,0,0,569.38,13,4.9,5.73
4.23,21.55,0,0,512.08,15,2.36,5.29
3.7,21.55,0,0,353.53,13,1.28,7.8
4,21.55,0,0,355.83,10,0.57,5.99
3.52,21.55,0,0,379.63,13,0.57,6.71
3.12,21.55,0,0,522.45,15,2.56,3.67
2.7,21.55,0,0,376.92,15,0.81,4.05
5.52,21.55,0,0,262.07,13,4.86,6.2
5.87,21.55,0,0,327.2,9,1.81,10.38
5.07,21.55,0,0,384.54,8,2.36,7.65
4.6,21.55,0,0,207.93,9,3.09,6.54
3.91,21.55,0,0,347.21,8,2.29,5.9
3.77,21.55,0,0,257.37,9,0.81,7.69
5.93,21.55,0,0,148.86,6,3.09,8.77
7.19,21.55,0,0,316.29,7,6.69,7.69
4.99,21.55,0,0,350.28,4,2.92,7.3
4.3,21.55,0,0,95.07,8,2.36,8.27
6.15,21.55,0,0,226.52,4,3.09,8.68
5.75,21.55,0,0,680.3,0,3.63,8.21
3.79,21.55,4,0,546.82,1,2.36,5.73
4.78,21.55,0,0,201.79,2,2.87,7.48
2.11,21.55,0,0,219.82,6,0.57,4.01
